locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
GQ466609.1_23		K03113	COG0023		phrog_15908		PHROG:phrog_15908	131	3.9e-63	206.5		hypothetical
GQ485647.1_1			COG1476		phrog_8		PHROG:phrog_8	112	8.7e-24	80.8		transcriptional regulator
GQ485647.1_2			COG2946		phrog_453	VOG36849	PHROG:phrog_453	360	1.6e-133	441.8		replication initiation protein
GQ485647.1_3					phrog_929	VOG37098	VOG:VOG37098	127	1.4e-72	238.3		hypothetical protein
GQ485647.1_4												Hypothetical
GQ485647.1_5					phrog_1109		PHROG:phrog_1109	83	2.8e-55	180.7		core encoded pilin
GQ485647.1_6					phrog_13612		PHROG:phrog_13612	396	4e-289	954.4		hypothetical
GQ485647.1_7		K10952			phrog_306		KEGG:K10952	95	4.9e-41	135.8		Accessory cholera enterotoxin
GQ485647.1_8		K10954	COG4128		phrog_30486	VOG36850	PHROG:phrog_30486	400	1.5e-113	370.2		hypothetical
GQ485647.1_9		K10928			phrog_1862		KEGG:K10928	259	2.6e-165	544.8	2.4.2.36	Cholera enterotoxin subunit A
GQ485647.1_10		K10929			phrog_2040		PHROG:phrog_2040	125	3.1e-89	291.7		enterotoxin CtxB
GQ485647.1_11												Hypothetical
GQ485647.1_12			COG1476		phrog_8		PHROG:phrog_8	112	8.7e-24	80.8		transcriptional regulator
GQ485647.1_13			COG2946		phrog_453	VOG36849	PHROG:phrog_453	360	1.6e-133	441.8		replication initiation protein
GQ485647.1_14					phrog_929	VOG37098	VOG:VOG37098	127	1.4e-72	238.3		hypothetical protein
GQ485647.1_15												Hypothetical
GQ485647.1_16					phrog_1109		PHROG:phrog_1109	83	2.8e-55	180.7		core encoded pilin
GQ485647.1_17					phrog_13612		PHROG:phrog_13612	396	4e-289	954.4		hypothetical
GQ485647.1_18		K10952			phrog_306		KEGG:K10952	95	4.9e-41	135.8		Accessory cholera enterotoxin
GQ485647.1_19		K10954	COG4128		phrog_30486	VOG36850	PHROG:phrog_30486	400	1.5e-113	370.2		hypothetical
GQ485647.1_20		K10928			phrog_1862		KEGG:K10928	259	2.6e-165	544.8	2.4.2.36	Cholera enterotoxin subunit A
GQ485647.1_21		K10929			phrog_2040		PHROG:phrog_2040	125	3.1e-89	291.7		enterotoxin CtxB
GQ485647.1_22		K03113	COG0023		phrog_15908		PHROG:phrog_15908	124	3.3e-63	206.8		hypothetical
GQ485654.1_1					phrog_6106		PHROG:phrog_6106	147	4.3e-107	352.3		hypothetical
GQ485654.1_2			COG1476		phrog_8		PHROG:phrog_8	113	2.7e-27	92.2		transcriptional regulator
GQ485654.1_3			COG2946		phrog_453	VOG36849	PHROG:phrog_453	360	1.6e-133	441.8		replication initiation protein
GQ485654.1_4					phrog_929	VOG37098	VOG:VOG37098	124	1.2e-68	225.6		hypothetical protein
GQ485654.1_5					phrog_6488		PHROG:phrog_6488	75	7.6e-46	150.6		anti-repressor
GQ485654.1_6			COG1476		phrog_8		PHROG:phrog_8	113	2.7e-27	92.2		transcriptional regulator
GQ485654.1_7			COG2946		phrog_453	VOG36849	PHROG:phrog_453	360	1.6e-133	441.8		replication initiation protein
GQ485654.1_8					phrog_929	VOG37098	VOG:VOG37098	124	1.2e-68	225.6		hypothetical protein
GQ485654.1_9					phrog_6488		PHROG:phrog_6488	75	7.6e-46	150.6		anti-repressor
GQ485654.1_10		K10953			phrog_18371		PHROG:phrog_18371	70	3.7e-42	139.1		hypothetical
